safe_idx,rounds,click_predictions_mean,click_predictions_std,click,opt_prices,payprice,slotprice,payprice_predictions_mean,payprice_predictions_std
5063,9,0.0,0.9999999590520622,0,47.44478916521796,70,70,69.99999999988928,1.6666334285948062e-06
5067,9,0.0,0.9999998296889635,0,37.19838527525423,64,0,63.99999999900946,5.000000206850923e-06
5070,9,1.0,0.9430423084895564,1,7.976482650152789,17,0,17.000000000597034,7.071068104396856e-06
5073,9,0.0,0.9999999983262562,0,61.51513272280091,80,80,79.99999999700115,7.071068104396856e-06
5088,9,0.0,0.999999953362443,0,47.458576780294486,70,70,69.99999998509884,1.3867289933340376e-06
5091,9,1.0,0.9931812117956864,0,22.790996813472496,26,0,32.250030517578125,5.000000206850923e-06
5092,9,0.0,0.999999953888506,0,47.46286675426545,70,70,70.00000020326115,5.000000206850923e-06
5096,9,0.0,0.9999999999997411,1,52.82516783764062,109,0,93.0,5.77350293074713e-06
5101,9,0.0,0.9999999525839484,0,47.445264273927336,70,70,70.00000047683716,1.1547198156153782e-06
5104,9,1.0,0.923427083760686,1,7.803969263359012,15,5,15.000000000096168,1.0000005964815199e-05
5110,9,0.0,0.9999999590520622,0,47.4447891652187,70,70,69.99999999988928,1.6666334285948062e-06
5122,9,1.0,0.9872475172403409,1,76.87020764521226,24,5,85.96475556399673,0.6947154482169768
5123,9,0.0,0.9999999534045428,0,47.45810859250686,70,70,70.0,3.7796260032917645e-06
5124,9,0.0,0.9999999525239858,0,47.44797214034575,70,70,69.99999046325684,1.5617099412171724e-06
5133,9,0.0,0.9999999559620149,0,47.439757495538615,70,70,69.99999999992035,1.7407592376350907e-06
5140,9,0.0,0.9999999982938731,0,37.03387725081808,80,80,59.63200095122308,0.749251405255331
5143,9,0.0,0.9999999527537706,1,21.805038935223084,70,70,36.42751598358154,0.9537161267728032
5145,9,0.0,0.9999999978998825,1,61.50412238966308,80,80,79.99999999351884,1.0000005964815199e-05
5148,9,0.0,0.9999999590520622,0,47.44478916521846,70,70,69.99999999988928,1.6666334285948062e-06
5151,9,0.0,1.0,1,32.998746270849125,144,5,46.311797738075256,0.9449093204916791
5155,9,0.0,0.9999999526772174,0,47.45111496731147,70,70,69.99999713897705,1.5250958122654797e-06
5156,9,0.0,1.0,1,52.82436963007702,201,0,250.0,5.000000206850923e-06
5157,9,0.0,1.0,1,52.824369591230564,286,0,286.0000009536743,1.0000005964815199e-05
5159,9,0.0,0.9999999571105498,1,47.483179566872145,70,70,69.99999999614761,1.0000000413701846e-05
5160,9,0.0,0.9999999982903799,0,61.51628347384459,80,80,79.99999999954728,3.015120265402465e-06
5162,9,0.0,1.0,1,52.82436959123069,250,5,249.99999997519592,9.999994862585412e-06
5164,9,0.0,0.999999999797221,1,55.230583054406296,87,0,86.99999999902661,5.77349331592609e-06
5167,9,0.0,0.9999999980495786,1,61.507689938201814,80,80,79.99999999333446,1.000001151592547e-05
5171,9,0.0,0.9999999525839484,0,47.44526427393834,70,70,70.00000047683716,1.1547198156153782e-06
5176,9,0.0,0.9999999526772174,0,47.45111496731655,70,70,69.99999713897705,1.5250958122654797e-06
5179,9,0.0,0.9999999525239858,0,47.447972140340816,70,70,69.99999046325684,1.5617099412171724e-06
5181,9,0.0,0.9999999534482262,0,37.895504618429804,70,70,67.62845206260681,0.5727034503210084
5194,9,0.0,0.999999953362443,0,47.45857678029174,70,70,69.99999998509884,1.3867289933340376e-06
5197,9,0.0,0.9999999530274193,1,35.24279479048214,70,70,64.7109603881836,0.9294163125376197
5198,9,0.0,0.9999999535252484,0,37.17441876192333,70,70,58.590925723314285,0.7158163140641359
5200,9,0.0,0.9999999525839484,0,47.445264273933084,70,70,70.00000047683716,1.1547198156153782e-06
5206,9,1.0,0.9768111473113865,1,11.663428404371485,20,0,19.99999999972136,5.77350293074713e-06
5208,9,0.0,1.0,1,52.8243695912303,284,0,283.9999999254942,1.000001151592547e-05
5210,9,0.0,0.9999999982903799,0,61.51628347380797,80,80,79.99999999954728,3.015120265402465e-06
5214,9,0.0,0.999999953362443,0,47.458576780291786,70,70,69.99999998509884,1.3867289933340376e-06
5217,9,1.0,0.766100317515538,1,2.2638717138757576,10,0,10.000000953674316,7.071068104396856e-06
5218,9,0.0,1.0,1,52.824369603908224,201,0,200.99999999027804,7.07106025393053e-06
5219,9,0.0,0.9999999525239858,0,47.44797212324802,70,70,69.99999046325684,1.5617099412171724e-06
5231,9,0.0,0.9999999983338725,0,61.51540641677378,80,80,80.00000000374142,7.071068104396856e-06
5233,9,0.0,0.9999997080591541,1,2.702758267096533,63,0,29.238677978515625,0.9872571439962047
5234,9,0.0,0.9999999530349565,0,47.45322011724495,70,70,69.99999964237213,7.071052403455487e-06
5236,9,0.0,0.9999999535252484,0,37.174418744830234,70,70,58.590925723314285,0.7158163140641359
5237,9,0.0,1.0,1,52.82436957925745,199,5,198.99999998033542,9.999994862585412e-06
5239,9,0.0,0.9999999525839484,0,47.44526425679319,70,70,70.00000047683716,1.1547198156153782e-06
5242,9,1.0,0.9994712175567211,1,26.122098154358024,36,0,35.999999997854225,1.0000000413701846e-05
5247,9,0.0,0.9999999475852869,1,43.29967621247542,69,5,68.99999999979806,9.999989311465896e-06
5250,9,0.0,0.9999999580739969,1,18.43033233078682,70,70,34.8044200544784,0.9269611813118408
5262,9,0.0,0.9999999535433575,1,47.44920753757236,70,70,69.99999999813735,9.999983760343299e-06
5272,9,0.0,0.999993818352788,1,2.284056959790946e-06,50,50,4.1576733298387164e-05,0.9999999999996543
5274,9,0.0,0.9999999975735204,1,61.51841436008331,80,70,80.00000047683716,5.77350293074713e-06
5276,9,0.0,1.0,1,12.053059646834047,283,5,21.867485910725826,0.9872245974769491
5278,9,0.0,0.9999892262343677,1,38.2291136757533,50,50,49.999999995669256,9.999989311465896e-06
5282,9,0.0,0.9999993186181789,1,37.9397879606674,60,5,59.99999999483092,1.0000005964815199e-05
5284,9,0.0,0.9999999999999896,1,52.82461089126059,120,70,119.9999999880796,9.999989311465896e-06
5294,9,1.0,0.9980036555454348,1,12.126433028747243,31,0,30.999999998860282,1.000001706703266e-05
5295,9,0.0,0.9999999563423636,1,14.17920732922318,70,70,32.468700029889334,0.9580594672504517
5312,9,0.0,1.0,1,52.8243695772047,220,0,220.0,1.0000000413701846e-05
5314,9,0.0,0.9999999525839484,0,47.445264256834776,70,70,70.00000047683716,1.1547198156153782e-06
5316,9,0.0,0.9999999524995523,0,47.445314296879104,70,70,69.99999666213989,7.716298387870129e-07
5324,9,0.0,0.9999999999997411,1,52.82516782051115,109,0,93.0,5.77350293074713e-06
5331,9,0.0,0.9999999568403599,0,47.44097495707428,70,70,69.99999999991144,2.5819890042889686e-06
5332,9,0.0,0.9999999982587818,0,37.4965837385382,80,80,63.05820900663447,0.5877919316465415
5336,9,0.0,0.9999901701132008,1,37.82331698675607,50,50,49.9999999954163,1.0000005964815199e-05
5339,9,0.0,0.9999999524995523,0,47.44531429685217,70,70,69.99999666213989,7.716298387870129e-07
5341,9,0.0,0.9999999939934981,1,60.005819700939604,76,0,81.80942904949188,0.652046636138617
5342,9,0.0,0.9999898881492849,0,37.837289144529976,50,50,49.99999999965378,2.773518031439551e-06
5348,9,0.0,0.9999898160066198,1,37.8446089890822,50,50,49.99999999543576,9.999994862585412e-06
5350,9,0.0,0.9999999975577007,1,57.72692816446804,80,70,72.50001907348633,5.000000206850923e-06
5356,9,0.0,0.9999999991443348,1,4.821887901280358e-06,82,5,4.283204502106335,0.9964320355876066
5365,9,0.0,1.0,1,52.824373232432364,145,0,144.9999999868053,1.0000000413701846e-05
5367,9,0.0,0.9999999593314686,1,47.44430356446665,70,70,69.99999999717024,7.071075954854467e-06
5368,9,0.0,1.0,1,36.53280605028803,300,0,63.91575241088867,0.955310628217499
5370,9,0.0,0.9999999535731879,0,47.45798877156122,70,70,69.9999999254942,4.472136140012669e-06
5374,9,1.0,0.9980074575909312,1,21.252983025115117,31,0,32.269362315913895,0.9637658285331728
5376,9,0.0,1.0,1,28.79182591234587,225,0,42.75279104709625,0.9645655107416808
5378,9,0.0,0.9999999582322798,1,2.25599531305394,70,70,29.21538184960556,0.982495332811574
5399,9,0.0,0.9999999979383001,0,61.50762321623745,80,80,79.99999999980082,2.000005633847559e-06
5401,9,0.0,0.999999953362443,0,47.45857676319905,70,70,69.99999998509884,1.3867289933340376e-06
5402,9,0.0,0.9999999524995523,0,47.44531429685674,70,70,69.99999666213989,7.716298387870129e-07
5404,9,0.0,0.9999999525239858,0,47.447972123237726,70,70,69.99999046325684,1.5617099412171724e-06
5408,9,1.0,0.9987270789297175,1,22.63235856960933,30,31,29.999999997000003,1.0000000413701846e-05
5410,9,1.0,0.9872475172403409,1,76.87020764378126,24,5,85.96475556399673,0.6947154482169768
5411,9,0.0,0.9999899980105689,1,38.291191231188364,50,50,49.999999996971084,1.0000000413701846e-05
5412,9,0.0,0.9999898079736304,0,37.84459754922797,50,50,49.99999999996167,1.1547198156153782e-06
5413,9,0.0,0.9999999545377638,1,47.43774941033336,70,70,70.00000000042513,7.071075954854467e-06
5415,9,0.0,0.999999953362443,0,47.45857676319917,70,70,69.99999998509884,1.3867289933340376e-06
5418,9,0.0,1.0,1,4.816977373089346e-06,214,5,3.834358048651924,0.9990580185905031
5428,9,0.0,0.9999999533100601,1,21.596327323688403,70,70,36.55852556228638,0.9104959303480874
5439,9,0.0,1.0,1,52.82437094592302,150,5,149.999999992666,7.07106025393053e-06
5445,9,0.0,0.9999999569408102,1,32.459086170242664,70,70,66.38493360792498,0.7051438443904234
5446,9,0.0,0.9999999590520622,0,47.44478914842606,70,70,69.99999999988928,1.6666334285948062e-06
5447,9,0.0,0.9999999559620149,0,47.43975747844039,70,70,69.99999999992035,1.7407592376350907e-06
5450,9,0.0,0.9999898079736304,1,37.84459755202928,50,50,49.99999999703162,1.0000000413701846e-05
5451,9,1.0,0.9416144039274065,1,8.639621361440664,17,0,17.000000006220944,1.0000000413701846e-05
5453,9,0.0,0.9999999525239858,0,47.44797212324824,70,70,69.99999046325684,1.5617099412171724e-06
5454,9,0.0,0.9999999982578869,0,61.51810311603022,80,80,79.99999999868704,4.082483073531701e-06
5459,9,0.0,0.9999999524995523,0,47.44531429685691,70,70,69.99999666213989,7.716298387870129e-07
5467,9,0.0,0.9999999524995523,0,47.44531429685713,70,70,69.99999666213989,7.716298387870129e-07
5469,9,0.0,0.9999999590520622,0,47.44478914842878,70,70,69.99999999988928,1.6666334285948062e-06
5473,9,0.0,0.9999999999967725,1,16.623106411998357,101,0,37.66374397277832,0.9612581119674397
5474,9,0.0,0.9999898079736304,0,37.84459754922732,50,50,49.99999999996167,1.1547198156153782e-06
5476,9,0.0,0.999999957972925,1,47.44261133277784,70,70,69.99999999821446,1.0000005964815199e-05
5477,9,0.0,0.9999999524995523,0,47.445314296859834,70,70,69.99999666213989,7.716298387870129e-07
5489,9,1.0,0.9991306443985495,1,4.5251530535080725e-06,34,0,3.4824948302011762,0.9964714477089485
5490,9,0.0,0.9999994553171955,1,17.134843625731218,61,0,37.64613914489746,0.9864081775736214
5493,9,0.0,0.9999999526772174,0,47.451114950248616,70,70,69.99999713897705,1.5250958122654797e-06
5504,9,0.0,0.999999953362443,0,47.45857676320179,70,70,69.99999998509884,1.3867289933340376e-06
5513,9,0.0,0.9999999571105498,0,47.48317956428499,70,70,69.99999999974446,2.425321345527022e-06
5516,9,1.0,0.9984053224013254,1,0.001078105253150041,30,31,1.1594437599585058e-05,0.9999999999999529
5523,9,0.0,0.9999898881492849,0,37.837289144534466,50,50,49.99999999965378,2.773518031439551e-06
5532,9,0.0,0.9999625026716518,1,6.830410825702022e-06,46,0,5.909047365188599,0.9996640742085754
5536,9,0.0,0.999999953362443,0,47.45857676319142,70,70,69.99999998509884,1.3867289933340376e-06
5540,9,0.0,0.9999999590520622,0,47.44478914841646,70,70,69.99999999988928,1.6666334285948062e-06
5543,9,0.0,1.0,1,12.053059651562023,283,5,21.867485910725826,0.9872245974769491
5548,9,0.0,1.0,0,52.82437256133803,148,148,147.99999999969293,1.8257723383371303e-06
5549,9,0.0,0.9999999525239858,0,47.447972123248356,70,70,69.99999046325684,1.5617099412171724e-06
5550,9,0.0,0.9999999560164671,0,47.439120370876275,70,70,69.9999999994372,4.08249667090805e-06
5551,9,0.0,0.9999999979757349,1,61.507629293453356,80,80,79.99999999341972,9.999994862585412e-06
5552,9,0.0,0.9999898881492849,0,37.83728914453481,50,50,49.99999999965378,2.773518031439551e-06
5553,9,0.0,0.9999999998410056,1,56.13322132944137,86,5,85.99999999221055,1.000001151592547e-05
5558,9,0.0,0.9999999525239858,0,47.44797212324757,70,70,69.99999046325684,1.5617099412171724e-06
5559,9,0.0,0.999999953446362,0,47.4585012369339,70,70,70.00000002235174,2.886789924369515e-06
5560,9,0.0,0.9999999559620149,0,47.439757478440484,70,70,69.99999999992035,1.7407592376350907e-06
5561,9,1.0,0.9869932488152222,1,13.331176410943963,23,0,22.999999999655117,7.071068104396856e-06
5563,9,0.0,0.9999999979383001,0,61.5076232161896,80,80,79.99999999980082,2.000005633847559e-06
5568,9,0.0,0.9999999534675025,1,47.45282702568005,70,70,70.00000011920929,1.0000005964815199e-05
5576,9,0.0,1.0,1,52.8243695741371,280,280,279.9999999719999,1.0000000413701846e-05
5578,9,0.0,0.9999999526772174,0,47.45111495024121,70,70,69.99999713897705,1.5250958122654797e-06
5579,9,0.0,0.9999999983364182,1,37.03703430439453,80,80,55.35013817113227,0.7750107108813288
5581,9,0.0,0.9999999535936873,0,47.45830562546978,70,70,69.99999995529652,9.999989311465896e-06
5588,9,0.0,0.9999892262343677,1,38.229113675753794,50,50,49.999999995669256,9.999989311465896e-06
5590,9,0.0,0.9999999982498364,1,61.52480356599275,80,80,79.99999999272292,1.0000000413701846e-05
5591,9,0.0,0.999989292181537,1,26.493666950395816,50,50,40.50175796165571,0.7774743426879367
5593,9,0.0,0.9999999590520622,0,47.444789148414294,70,70,69.99999999988928,1.6666334285948062e-06
5598,9,0.0,0.9999999999988223,1,52.82698486797155,102,5,101.99999998988399,9.999994862585412e-06
5605,9,0.0,0.9999999982935147,0,61.516608223371925,80,80,79.9999999995002,3.7796553770633905e-06
5616,9,1.0,0.9998171109985042,1,1.8224597526480206,39,20,11.457701215170854,0.9862381517141926
5617,9,0.0,0.999993438580309,1,39.99025840001096,52,5,52.0,1.000001151592547e-05
5621,9,0.0,0.9999999999999943,1,52.82448642143978,121,0,120.99999998868212,9.999978209217621e-06
0,10,0.0,0.9999998426318726,0,34.615141468483195,70,70,70.00000095367432,1.4433757326867824e-06
8,10,0.0,0.9999999803285488,1,34.49186947091913,76,0,75.99999999697027,1.0000005964815199e-05
9,10,0.0,0.9999998425218253,0,34.617099988428436,70,70,69.99998903274536,7.516598281348699e-07
37,10,0.0,0.9999998452900173,1,34.62036798263663,70,70,69.99999997764826,1.0000000413701846e-05
38,10,1.0,0.996370844356626,1,21.39212190119758,31,0,30.999999977648258,9.999989311465896e-06
47,10,0.0,0.9999798513360358,1,36.5768289024892,51,0,50.99998664855957,7.07106025393053e-06
65,10,0.0,0.9999749210447609,1,37.16189865322113,50,50,49.99999999518105,1.0000000413701846e-05
68,10,0.0,0.9999998453551177,0,34.60753591975009,70,70,69.99999993294477,1.2910375001795059e-06
123,10,0.0,1.0,1,34.42135334014832,164,0,163.99999618530273,1.0000000413701846e-05
135,10,0.0,0.9999999930555643,1,34.47705268325887,80,80,79.99999999845018,7.071068104396856e-06
150,10,0.0,0.9999998431247532,1,34.61694724907884,70,70,73.82668876647949,0.5487748742712506
168,10,0.0,1.0,1,34.42135297698931,201,0,201.0,1.0000005964815199e-05
179,10,1.0,0.9998767748411163,1,33.17109200280018,43,20,42.99999999800659,7.07106025393053e-06
189,10,1.0,0.9999765213101217,0,39.81543588831192,50,50,49.99999999996359,1.1251116800911825e-06
200,10,0.0,1.0,1,34.4213529842274,268,0,268.00001525878906,7.071068104396856e-06
225,10,0.0,0.9999998458094148,1,34.620674120644566,70,70,69.99999999484862,7.071075954854467e-06
245,10,0.0,1.0,1,34.42135298556112,294,5,293.9999999855329,7.071083805303362e-06
246,10,1.0,0.9999765213101217,0,39.81543588840359,50,50,49.99999999996359,1.1251116800911825e-06
278,10,0.0,1.0,1,34.4213529869979,239,5,238.9999999895899,7.071068104396856e-06
288,10,0.0,0.9999998427833928,0,34.617150854108914,70,70,69.99999356269836,1.097640208047801e-06
293,10,0.0,0.9999999999999488,1,34.42149696041203,121,0,120.999999994341,7.071044552971729e-06
347,10,0.0,0.9999998531445465,0,34.62170863727373,70,70,69.99999999992706,1.6666667356169743e-06
362,10,1.0,0.999575367715293,1,28.161413148249736,39,0,39.0,1.0000000413701846e-05
396,10,0.0,1.0,1,34.42135374225849,160,70,159.99999523162842,5.7735221603411745e-06
427,10,0.0,1.0,1,34.42135333867351,164,0,163.99999618530273,1.0000000413701846e-05
450,10,0.0,0.9999998425218253,0,34.61709998854266,70,70,69.99998903274536,7.516598281348699e-07
460,10,0.0,0.9999767250413981,0,39.712829185151996,50,50,49.99999999971869,2.4999778988672794e-06
463,10,0.0,1.0,1,34.42135297749506,213,0,212.99999998277053,1.0000005964815199e-05
466,10,0.0,1.0,1,34.4213529734652,215,0,214.99998474121094,1.0000000413701846e-05
478,10,0.0,0.9999998627816513,0,34.61852629420983,70,70,69.99999999991144,1.4906748081950171e-06
510,10,0.0,0.9999998454862372,0,34.60783169206851,70,70,70.0,3.535534052198428e-06
558,10,0.0,0.999999843990159,0,34.62029732678072,70,70,69.99999991431832,4.472136140012669e-06
565,10,0.0,0.9999998425218253,0,34.61709998827189,70,70,69.99998903274536,7.516598281348699e-07
577,10,1.0,0.9991652188699509,1,27.2624940254719,37,0,37.00000000110049,9.999989311465896e-06
595,10,1.0,0.8377786777858304,1,3.2736930320102906,10,10,9.999999999029136,1.0000000413701846e-05
598,10,1.0,0.9687931139632304,1,13.574554496086774,20,20,19.999999998159442,1.000001151592547e-05
604,10,0.0,0.9999998627816513,0,34.61852629420983,70,70,69.99999999991144,1.4906748081950171e-06
614,10,1.0,0.9819979086327268,0,15.076945635859795,23,0,22.999999999284164,7.071068104396856e-06
641,10,1.0,0.9955941810069665,0,21.88280184796715,30,0,29.999996185302734,1.0000000413701846e-05
654,10,0.0,0.9999999915456207,1,34.4676581746026,80,80,79.999999993954,1.000001706703266e-05
677,10,1.0,0.8297428158426549,1,3.143829451692527,10,10,9.999999999006523,9.999994862585412e-06
682,10,0.0,0.9999998426318726,0,34.615141467868675,70,70,70.00000095367432,1.4433757326867824e-06
690,10,0.0,0.9999998438626126,1,34.615776481525856,70,70,69.99999809265137,1.000001151592547e-05
704,10,0.0,1.0,1,34.42135298116262,212,5,83.53402681697116,0.7596664457714748
713,10,0.0,0.999977350011042,1,39.546981031228306,50,50,49.99999999770811,7.071068104396856e-06
717,10,0.0,0.9999998425218253,0,34.61709998845097,70,70,69.99998903274536,7.516598281348699e-07
720,10,1.0,0.9996086109036544,1,30.037921925160035,40,5,39.9999999987007,7.071068104396856e-06
724,10,0.0,0.9999998427833928,0,34.617150847076076,70,70,69.99999356269836,1.097640208047801e-06
731,10,0.0,0.9999998451646515,1,34.620361947673295,70,70,69.99999997392297,9.999994862585412e-06
741,10,1.0,0.9779764458453111,1,11.045263334721643,20,20,19.999999998,1.0000000413701846e-05
748,10,0.0,0.9999998425218253,0,34.61709998842842,70,70,69.99998903274536,7.516598281348699e-07
751,10,0.0,0.9999999931073316,0,34.48184817665515,80,80,79.99999999652235,1.0000005964815199e-05
769,10,0.0,0.9999999930566256,0,34.47685285662353,80,80,79.99999999966802,2.5820105035749957e-06
775,10,0.0,0.9999999922558471,1,34.468079862041876,80,80,79.99999999264783,9.999994862585412e-06
779,10,0.0,1.0,1,34.421353745616614,160,70,159.999999995919,5.77350293074713e-06
786,10,0.0,1.0,1,34.42135297691425,221,39,220.99999999263332,5.77350293074713e-06
792,10,0.0,0.9999998425218253,0,34.61709998827187,70,70,69.99998903274536,7.516598281348699e-07
798,10,0.0,0.9999999927146447,0,34.4586563187423,80,80,79.99999999928863,3.7796406902061125e-06
810,10,0.0,1.0,1,34.421352979621226,190,0,189.99999998173664,1.000001706703266e-05
836,10,0.0,0.9999998453551177,0,34.60753591975002,70,70,69.99999993294477,1.2910375001795059e-06
840,10,0.0,0.9999999916699958,0,34.46812711273172,80,80,79.99999999982828,1.8569740748017287e-06
843,10,0.0,1.0,1,34.42135297817179,201,0,201.0,7.071052403455487e-06
871,10,0.0,1.0,1,34.421353482652044,162,5,161.999999992644,7.071068104396856e-06
896,10,0.0,0.9999998427833928,0,34.617150847076125,70,70,69.99999356269836,1.097640208047801e-06
904,10,0.0,0.9999998627816513,0,34.61852629420986,70,70,69.99999999991144,1.4906748081950171e-06
919,10,0.0,0.9999999705755648,1,34.51849139361367,75,5,75.00000000174623,7.071068104396856e-06
928,10,0.0,0.9999998441279158,1,0.9028883218992751,70,70,24.152119636535645,0.9730745966652679
960,10,0.0,0.9999998531445465,0,34.62170863727374,70,70,69.99999999992706,1.6666667356169743e-06
979,10,0.0,0.9999998558754076,0,34.620966108532556,70,70,69.99999999990776,2.4999778988672794e-06
983,10,1.0,0.9999765213101217,0,39.81543588831188,50,50,49.99999999996359,1.1251116800911825e-06
993,10,0.0,0.9999998531445465,0,34.62170863727381,70,70,69.99999999992706,1.6666667356169743e-06
997,10,0.0,0.9999999999999998,1,34.421365459173984,138,5,137.99999999702442,7.07106025393053e-06
1006,10,1.0,0.88916237675795,1,2.165707791067822e-06,15,0,7.478828430175781,0.923780848897011
1019,10,0.0,1.0,1,34.421352976810766,215,0,104.79942767334799,0.6651564361477761
1026,10,0.0,0.9999999902735954,1,34.473458286065316,80,70,80.00000089406967,7.07106025393053e-06
1027,10,0.0,0.9999999999921916,1,34.423680433622486,102,5,101.99999999500452,7.071068104396856e-06
1036,10,1.0,0.9768393768981912,1,4.497494168250425e-06,20,20,0.002905595504509503,0.9999999989694232
1039,10,1.0,0.9997440763049573,1,31.48152074686699,41,0,40.99999999864835,7.071068104396856e-06
1053,10,0.0,0.9999998427833928,0,34.617150847076225,70,70,69.99999356269836,1.097640208047801e-06
1071,10,0.0,0.9999998425218253,0,34.61709998845088,70,70,69.99998903274536,7.516598281348699e-07
1073,10,0.0,0.9999998453551177,0,34.607535919749964,70,70,69.99999993294477,1.2910375001795059e-06
1076,10,0.0,0.9999998446491148,1,34.61020781272504,70,70,69.99999761581421,7.071068104396856e-06
1093,10,0.0,0.9999998427833928,0,34.61715084707578,70,70,69.99999356269836,1.097640208047801e-06
1155,10,1.0,0.9070495042065154,1,8.66823398210996,15,5,15.000000000367987,7.071075954854467e-06
1170,10,0.0,1.0,1,34.421358059661145,148,148,147.99999999260677,7.07106025393053e-06
1192,10,0.0,0.9999998454862372,0,34.60783169205756,70,70,70.0,3.535534052198428e-06
1207,10,0.0,0.9999998427833928,0,34.61715084707479,70,70,69.99999356269836,1.097640208047801e-06
1215,10,1.0,0.9179169773888471,0,8.163194430497986,16,0,16.00000035762787,4.4721237273251905e-06
1242,10,1.0,0.9179169773888471,0,8.163194428159583,16,0,16.00000035762787,4.4721237273251905e-06
1250,10,1.0,0.9982530065150161,0,14.43248427525324,33,0,32.99999809265137,1.0000000413701846e-05
1253,11,0.0,0.9999999999999858,1,35.81964567190332,125,5,124.999999993833,7.071068104396856e-06
1258,11,0.0,0.9999999999940673,1,35.821115355892964,106,0,105.99999999254942,1.0000005964815199e-05
1281,11,1.0,0.9811405770216962,0,16.332612223130003,23,0,22.999999999522785,5.77350293074713e-06
1301,11,0.0,0.9999999879997686,1,35.872910768569476,80,70,73.99996566772461,4.4721237273251905e-06
1326,11,0.0,0.9999999902757244,1,34.6560256993726,80,80,64.80657806222268,0.7763313298295479
1358,11,0.0,0.9999999983894038,1,35.86667182050789,86,50,85.99999999571583,7.071052403455487e-06
1362,11,0.0,0.9999998302027313,0,35.98879125652821,70,70,69.99999999975819,2.356999149962049e-06
1366,11,1.0,0.9749900814511174,1,12.708912100779376,22,5,21.999999998976005,7.071068104396856e-06
1383,11,0.0,0.9999998367159116,0,36.01728078215514,70,70,69.99999999991698,1.4433372729222521e-06
1391,11,0.0,0.9999998331658454,1,36.01919939694536,70,70,69.99999999666106,1.000001151592547e-05
1399,11,0.0,0.9999998490688422,0,36.10754256064959,70,70,69.99999999980649,2.5000001034254615e-06
1406,11,0.0,0.9999998494194492,0,36.10944737783831,70,70,69.99999999887001,4.4721113146032595e-06
1410,11,1.0,0.9966062328091376,1,21.18181447265314,31,0,31.000000002073293,9.999983760343299e-06
1418,11,0.0,0.9999998262318617,1,36.020980259625276,70,70,78.60415975785335,0.7467244123569693
1421,11,0.0,0.9999998253489979,0,36.02040031824526,70,70,69.99999999993273,1.6012682708939807e-06
1476,11,0.0,0.9999772064371937,1,30.81848491847676,50,50,49.99999999516436,1.0000022618136768e-05
1477,11,0.0,0.9999998302027313,0,35.98879125664778,70,70,69.99999999975819,2.356999149962049e-06
1487,11,0.0,0.9999999999903406,1,35.82236296129998,102,5,101.999999994942,7.071068104396856e-06
1506,11,0.0,0.9999999915113877,0,35.87630424788895,80,80,79.99999999954242,3.535534052198428e-06
1507,11,0.0,0.9999818143693867,1,35.205591781773705,52,0,52.00000002980232,7.071075954854467e-06
1508,11,0.0,0.9999998131304505,0,36.01578532194701,70,70,69.99999260902405,1.0600791222949272e-06
1515,11,0.0,0.9999998129522467,0,36.01377667488875,70,70,69.99999713897705,1.4141979198682754e-06
1516,11,1.0,0.9631777056461278,1,13.33841502740421,19,5,18.99999999951953,7.07106025393053e-06
1534,11,0.0,0.9999999839269383,1,35.868313001348795,77,0,77.00000000570174,7.071083805303362e-06
1565,11,0.0,1.0,0,35.819533448623645,148,148,147.99999999972079,1.7407911263889085e-06
1574,11,0.0,0.9999998484697343,1,15.108434503886306,70,70,40.52033467895713,0.9308828388587075
1576,11,0.0,0.9999937572788956,1,34.599068712054844,56,5,56.00000286102295,7.071068104396856e-06
1580,11,0.0,0.9999998138813283,1,36.01722594103466,70,70,70.00000047683716,1.000001151592547e-05
1586,11,0.0,0.9999999998801439,1,35.82563955895599,95,0,95.00000147337336,7.071068104396856e-06
1592,11,0.0,0.9999998142540926,1,36.01415124909872,70,70,70.00000286102295,7.071068104396856e-06
1604,11,0.0,0.9999998148783469,1,36.01227882788073,70,70,69.99999964237213,1.0000005964815199e-05
1610,11,0.0,0.9999998128232507,0,36.01573186374371,70,70,69.99998712539673,7.372687385590661e-07
1623,11,1.0,0.9969561497893252,1,4.850343256655319e-11,32,5,6.02091280422195,0.9939638316749357
1661,11,0.0,0.9999998253489979,0,36.02040031865322,70,70,69.99999999993273,1.6012682708939807e-06
1668,11,0.0,0.9999999915113877,0,35.8763042478889,80,80,79.99999999954242,3.535534052198428e-06
1678,11,1.0,0.9999735193065503,0,30.410982981069402,50,50,49.99999999996494,1.104345956913292e-06
1681,11,0.0,0.9999994013824541,0,34.53130289829702,64,0,63.999999999207574,4.472136140012669e-06
1700,11,0.0,0.999999999974469,1,35.82277465284819,101,0,101.00000381469727,1.000001151592547e-05
1702,11,1.0,0.9999737446339402,0,30.462808062408232,50,50,49.999999999735245,2.4253671214218124e-06
1719,11,0.0,0.9999998161605099,0,36.00619655903905,70,70,70.00000004470348,1.2598753344305882e-06
1738,11,1.0,0.9213245246317713,1,8.363244445665183,17,0,17.000000004478352,9.999994862585412e-06
1755,11,0.0,1.0,0,35.81953344891536,148,148,147.99999999972079,1.7407911263889085e-06
1767,11,0.0,0.9999793029887211,1,34.21844747415488,51,0,51.0000253145558,1.0000000413701846e-05
1776,11,0.0,0.9999818143693867,1,35.20559178177181,52,0,52.00000002980232,7.071075954854467e-06
